search URL:,https://patents.google.com/?q=%28%28AB%253d%28%22carbon+capture%22%29+OR+AB%253d%28%22carbon+dioxide%2Acapture%22%29+OR+AB%253d%28%22carbon+dioxide%2Atrap%2A%22%29+OR+AB%253d%28%22CO2+capture%22%29+OR+AB%253d%28%22carbon%2Aseparat%2A%22%29+OR+AB%253d%28%22CO2+separat%2A%22%29+OR+AB%253d%28%22captur%2A+carbon+dioxide%22%29+OR+AB%253d%28%22captur%2A+CO2%22%29+OR+AB%253d%28%22separat%2A+carbon+dioxide%22%29+OR+AB%253d%28%22absorb%2A+carbon+dioxide%22%29+OR+AB%253d%28%22compress%2A+carbon+dioxide%22%29+OR+AB%253d%28%22carbon%2Aabsor%2A%22%29+OR+AB%253d%28%22CO2+absor%2A%22%29+OR+AB%253d%28%22carbon%2Acompress%2A%22%29+OR+AB%253d%28%22CO2+compress%2A%22%29+OR+%28%28AB%253d%28%22solvent+regenerat%2A%22%29+OR+AB%253d%28%22solvent+recover%2A%22%29%29+AND+AB%253d%28%22carbon%22%29%29%29++OR++%28TI%253d%28%22carbon+capture%22%29+OR+TI%253d%28%22carbon+dioxide%2Acapture%22%29+OR+TI%253d%28%22carbon+dioxide%2Atrap%2A%22%29+OR+TI%253d%28%22CO2+capture%22%29+OR+TI%253d%28%22carbon%2Aseparat%2A%22%29+OR+TI%253d%28%22CO2+separat%2A%22%29+OR+TI%253d%28%22captur%2A+carbon+dioxide%22%29+OR+TI%253d%28%22captur%2A+CO2%22%29+OR+TI%253d%28%22separat%2A+carbon+dioxide%22%29+OR+TI%253d%28%22absorb%2A+carbon+dioxide%22%29+OR+TI%253d%28%22compress%2A+carbon+dioxide%22%29+OR+TI%253d%28%22carbon%2Aabsor%2A%22%29+OR+TI%253d%28%22CO2+absor%2A%22%29+OR+TI%253d%28%22carbon%2Acompress%2A%22%29+OR+TI%253d%28%22CO2+compress%2A%22%29+OR+%28%28TI%253d%28%22solvent+regenerat%2A%22%29+OR+TI%253d%28%22solvent+recover%2A%22%29%29+AND+TI%253d%28%22carbon%22%29%29%29%29&before=priority:20160101&after=priority:19800101&status=GRANT&type=PATENT&language=ENGLISH&dups=language&num=100
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-8349058-B2,Regeneration reactor of CO2 capture system ,Korea Institute Of Energy Research,"Chang-Keun Yi, Gyoung-Tae Jin, Do-Won Shun, Sung-Ho Jo, Jae-Hyeon Park, Dal-Hee Bae, Ho-Jung Ryu, Young-Cheol Park, Seung-Yong Lee",2007-11-09,2008-02-11,2013-01-08,2013-01-08,https://patents.google.com/patent/US8349058B2/en,https://patentimages.storage.googleapis.com/a6/1e/3b/fde9b7659becdf/US08349058-20130108-D00000.png
JP-4763009-B2,CO2 absorbent and CO2 recovery method ,新日本製鐵株式会社,洋市 松崎,2008-03-19,2008-03-19,2011-08-31,2011-08-31,https://patents.google.com/patent/JP4763009B2/en,
JP-5986796-B2,"Apparatus and method for removing complex amine absorbing liquid, CO2 and / or H2S ","三菱重工業株式会社, 関西電力株式会社","田中　裕士, 裕士 田中, 長安　弘貢, 弘貢 長安, 琢也 平田, 琢也 平田, 大石　剛司, 剛司 大石, 上條　孝, 孝 上條",2012-05-11,2012-05-11,2016-09-06,2016-09-06,https://patents.google.com/patent/JP5986796B2/en,https://patentimages.storage.googleapis.com/e5/c3/d7/402a7835670193/0005986796-4.png
KR-100914887-B1,Tapered Regeneration Reactor Of CO2 Capture System using Dry-sorbent ,한국에너지기술연구원,"이창근, 진경태, 선도원, 조성호, 박재현, 배달희, 유호정, 박영철, 이승용",2007-11-09,2007-11-09,2009-08-31,2009-08-31,https://patents.google.com/patent/KR100914887B1/en,
US-7964168-B2,CO2 capture method with thermal integration of regenerator ,"Ifp, Alstom Technology Ltd.","Thorsten Burkhardt, Pierre-Antoine Bouillon, Jean-Claude Magdelenat",2006-10-11,2007-10-10,2011-06-21,2011-06-21,https://patents.google.com/patent/US7964168B2/en,https://patentimages.storage.googleapis.com/83/b3/b9/440006342048fd/US07964168-20110621-D00000.png
CN-102078743-B,Improved CO2 inorganic absorbing agent ,浙江大学,"刘越, 张佩芳, 吴忠标, 王海强",2011-01-05,2011-01-05,2013-01-02,2013-01-02,https://patents.google.com/patent/CN102078743B/en,
RU-2605132-C2,Process and apparatus for removal of volatile degradation products from absorption circuit of a co2 separation process ,Сименс Акциенгезелльшафт,"Бьёрн ФИШЕР, Диего Андрес КЮТТЕЛЬ, Эрвин Йоханнес Мартинус ГИЛИНГ, Эрл Лоренс Винсент ГУТЕР, Ральф ЙОХ, Маркус КИНЦЛЬ, Рюдигер ШНАЙДЕР, Ян Харм ЮРБАНУС",2011-08-18,2012-08-01,2016-12-20,2016-12-20,https://patents.google.com/patent/RU2605132C2/en,https://patentimages.storage.googleapis.com/db/40/bc/1ac3fe389fd22f/00000001.png
KR-101912487-B1,Method and device for extracting highly volatile degradation products from the absorbent loop of a co2 separation process ,지멘스 악티엔게젤샤프트,"뵤른 피셔, 디에고 안드레스 쿠엣텔, 에르빈 요하네스 마르티누스 길링, 얼 로렌스 빈센트 고에티어, 랄프 조, 마르쿠스 킨츨, 뤼디거 슈나이더, 얀 하름 우르바누스",2011-08-18,2012-08-01,2018-10-26,2018-10-26,https://patents.google.com/patent/KR101912487B1/en,https://patentimages.storage.googleapis.com/45/c7/75/3e3a311dac362e/112014014100487-pct00001.png
CN-104535723-B,Variable working condition thick slurry type carbon dioxide capture process test system ,"华能国际电力股份有限公司, 中国华能集团清洁能源技术研究院有限公司","郭东方, 郜时旺, 王金意, 侯法柱, 刘练波",2014-12-25,2014-12-25,2017-02-22,2017-02-22,https://patents.google.com/patent/CN104535723B/en,
EP-2724771-B1,Device and method for the capture of co2 by cao carbonation and for maintaining sorbent activity ,"Consejo Superior De Investigaciones Científicas (CSIC), Endesa Generación, S. A., Hulleras del Norte, S.A., Foster Wheeler Energía, S.A.U.","Juan Carlos ABANADES GARCÍA, Borja ARIAS ROZADA, Gemma GRASA ADIEGO",2011-06-24,2012-06-07,2015-09-09,2015-09-09,https://patents.google.com/patent/EP2724771B1/en,https://patentimages.storage.googleapis.com/cf/a5/ef/c5849195504014/imgf0001.png
KR-102005983-B1,CO2 capture or fixation using recombinant carbonic anhydrase ,고려대학교 세종산학협력단,"백승필, 기미란, 민기하",2012-05-16,2012-05-16,2019-08-02,2019-08-02,https://patents.google.com/patent/KR102005983B1/en,https://patentimages.storage.googleapis.com/b0/28/12/3acf53322afd34/112012038994820-pat00003.png
CN-201735314-U,Adjustable flue gas pretreatment system for carbon capture in power plant ,中电投远达环保工程有限公司,"杜云贵, 喻江涛, 刘艺, 唐小健, 张金伦, 隋建才, 李斌, 王强, 洪燕, 余宇, 秦福初, 李紫龙",2009-12-31,2009-12-31,2011-02-09,2011-02-09,https://patents.google.com/patent/CN201735314U/en,
CA-2899051-C,"Process and method for the enhancement of sequestering atmospheric carbon through ocean iron fertilization, and method for calculating net carbon capture from said process and method ","Blue Carbon Solutions Inc, Peter Gross, Lucent Biosciences, Inc.",Peter Gross,2015-07-31,2015-07-31,2017-07-11,2017-07-11,https://patents.google.com/patent/CA2899051C/en,
CA-2965409-C,"Process and method for the enhancement of sequestering atmospheric carbon through ocean iron fertilization, and method for calculating net carbon capture from said process and method ","Blue Carbon Solutions Inc, Peter Gross, Lucent Biosciences, Inc.",Peter Gross,2015-07-31,2015-07-31,2018-04-24,2018-04-24,https://patents.google.com/patent/CA2965409C/en,
ES-2436856-B1,"Mesostructured carbon functionalized with amino groups, synthesis method and application in CO2 capture ","Instalaciones Inabensa, S.A., Universidad Rey Juan Carlos","David Pedro Serrano Granados, Raúl SANZ MARTÍN, Patricia Pizarro De Oro, Amaya ARENCIBIA VILLAGRÁ, Antonio Luis LÓPEZ FUENTES, Elisabet ESTEBAN PORTILLO, José LÓPEZ DOMÍNGUEZ, Isabel MORIÑA DÍAZ",2012-05-31,2012-05-31,2014-09-29,2014-09-29,https://patents.google.com/patent/ES2436856B1/en,
CN-101659425-B,"Method for desorbing potassium, sodium, lithium and boron absorbed by magnesium hydroxide precipitate by CO2 ",达州市恒成能源（集团）有限责任公司,"夏康明, 唐兵, 安普伟",2009-09-02,2009-09-02,2013-06-19,2013-06-19,https://patents.google.com/patent/CN101659425B/en,
ES-2539661-T3,Procedure and device for combustion of biomass and simultaneous capture of carbon dioxide in a combustor-carbonator ,"Gas Natural Sdg, S.A.","Juan Carlos ABANADES GARCÍA, Mónica ALONSO CARREÑO, Nuria Rodríguez Gómez",2008-11-21,2009-11-18,2015-07-02,2015-07-02,https://patents.google.com/patent/ES2539661T3/en,
EP-2634141-B1,"Co2 separation and recovery equipment, and a coal gasification combined power plant comprising co2 separation and recovery equipment ","Hitachi, Ltd.",Hiroto Takeuchi,2010-10-05,2011-09-12,2020-04-08,2020-04-08,https://patents.google.com/patent/EP2634141B1/en,https://patentimages.storage.googleapis.com/ce/1f/d8/8316b782830692/imgf0001.png
US-9427703-B2,"CO2 separation and recovery equipment, and a coal gasification combined power plant comprising CO2 separation and recovery equipment ","Hitachi, Ltd.",Hiroto Takeuchi,2010-10-05,2011-09-12,2016-08-30,2016-08-30,https://patents.google.com/patent/US9427703B2/en,https://patentimages.storage.googleapis.com/51/02/63/0a2b2c311845fd/US09427703-20160830-D00000.png
US-8512989-B2,Highly stable beta-class carbonic anhydrases useful in carbon capture systems ,"Codexis, Inc.","Oscar Alvizo, Michael R. Benoit, Scott J. Novick",2010-06-30,2012-12-20,2013-08-20,2013-08-20,https://patents.google.com/patent/US8512989B2/en,
US-10137407-B2,"Complex amine absorbent, and device and method for removing one or both of CO2 and H2S ","Mitsubishi Heavy Industries Engineering, Ltd., The Kansai Electric Power Co., Inc.","Hiroshi Tanaka, Hiromitsu Nagayasu, Takuya Hirata, Tsuyoshi Oishi, Takashi Kamijo",2012-05-11,2013-04-25,2018-11-27,2018-11-27,https://patents.google.com/patent/US10137407B2/en,https://patentimages.storage.googleapis.com/95/56/e0/1a12fedafc89c0/US10137407-20181127-D00000.png
EP-2848298-B1,"Composite amine absorbing solution and method for removing co2, h2s, or both ","Mitsubishi Heavy Industries Engineering, Ltd., The Kansai Electric Power Co., Inc.","Hiroshi Tanaka, Hiromitsu Nagayasu, Takuya Hirata, Tsuyoshi Oishi, Takashi Kamijo",2012-05-11,2013-04-25,2018-12-26,2018-12-26,https://patents.google.com/patent/EP2848298B1/en,https://patentimages.storage.googleapis.com/a4/43/2a/2c38e35be7f68d/imgf0001.png
EP-2558185-B1,Co2 scrubber/separator using a cyclic carbonator for controlled carbonate/bicarbonate production ,"Enpro AS, Engineering Solutions Ltd","Olfi Mohamed, Tarek R. Farhat",2010-04-15,2011-04-15,2015-05-06,2015-05-06,https://patents.google.com/patent/EP2558185B1/en,https://patentimages.storage.googleapis.com/b2/a6/3d/b434d48f8cee35/imgf0001.png
EP-3147020-B1,"Dehydration and compression system, and co2 recovery system ","Mitsubishi Heavy Industries Engineering, Ltd.","Masayuki Inui, Takahito Yonekawa, Cole Maas, Tatsuya Tsujiuchi",2014-02-25,2015-02-23,2019-06-12,2019-06-12,https://patents.google.com/patent/EP3147020B1/en,https://patentimages.storage.googleapis.com/87/ef/53/328f02492a15a1/imgf0001.png
JP-6174239-B2,Dehydration compression system and CO2 recovery system ,三菱重工業株式会社,"乾　正幸, 正幸 乾, 隆仁 米川, 隆仁 米川, マース、コール, 達也 辻内, 達也 辻内",2014-02-25,2015-02-23,2017-08-02,2017-08-02,https://patents.google.com/patent/JP6174239B2/en,https://patentimages.storage.googleapis.com/4f/16/03/fa50c8f79a5481/0006174239-2.png
AU-2015224064-B2,Dehydration-compression system and CO2 recovery system ,"Mitsubishi Heavy Industries, Ltd.","Masayuki Inui, Cole Maas, Tatsuya Tsujiuchi, Takahito Yonekawa",2014-02-25,2015-02-23,2017-04-13,2017-04-13,https://patents.google.com/patent/AU2015224064B2/en,
ES-2544553-T3,CO2 scrubber / separator using a cyclic carbonator for the controlled production of carbonate / bicarbonate ,"Enpro As, Engineering Solutions Ltd","Olfi Mohamed, Tarek R. Farhat",2010-04-15,2011-04-15,2015-09-01,2015-09-01,https://patents.google.com/patent/ES2544553T3/en,
CN-103357249-B,Compound organic absorbent used for flue-gas CO2-removal technology and preparation method thereof ,华北电力大学（保定）,"赵毅, 李蔷薇, 汪黎东",2013-08-06,2013-08-06,2015-07-15,2015-07-15,https://patents.google.com/patent/CN103357249B/en,
KR-101680832-B1,Piperazinium-mediated crosslinked polyimide membranes for high performance co2 separation and manufacturing method thereof ,"인천대학교 산학협력단, 경상대학교산학협력단","김태현, 남상용, 카마카캄 이샤드",2014-11-28,2014-11-28,2016-12-02,2016-12-02,https://patents.google.com/patent/KR101680832B1/en,https://patentimages.storage.googleapis.com/a2/a9/75/c9c12e1cd88bb4/112014116121078-pat00016.png
JP-5631143-B2,CO2 separation and recovery device and coal gasification combined cycle plant equipped with CO2 separation and recovery device ,株式会社日立製作所,"洋人 武内, 洋人 武内",2010-10-05,2010-10-05,2014-11-26,2014-11-26,https://patents.google.com/patent/JP5631143B2/en,https://patentimages.storage.googleapis.com/5c/72/58/1d63125007da70/0005631143-2.png
FR-2883773-B1,COMBUSTION DEVICE PRODUCING HYDROGEN WITH REUSE OF CO2 CAPTURE ,Alstom Sa,"Jean Xavier Morin, Corinne Beal, Sylvestre Suraniti",2005-04-01,2005-04-01,2007-05-11,2007-05-11,https://patents.google.com/patent/FR2883773B1/en,
AU-2014335384-B2,"Composite amine absorption solution, and method and device for removing CO2 and/or H2S ","Mitsubishi Heavy Industries, Ltd., The Kansai Electric Power Co., Inc.","Takahiko Endo, Takuya Hirata, Shimpei KAWASAKI, Tsuyoshi Oishi, Hiroshi Tanaka",2013-10-15,2014-10-10,2017-03-16,2017-03-16,https://patents.google.com/patent/AU2014335384B2/en,
CA-2855585-C,Method and system for treating an effluent stream generated by a carbon capture system ,"Alstom Technology Ltd, Staffan Joensson, Bjorn UNGERER, Christoph WEINGARTNER, Shin G. Kang, Armand A. Levasseur, General Electric Technology Gmbh","Staffan Joensson, Bjorn UNGERER, Christoph WEINGARTNER, Shin G. Kang, Armand A. Levasseur",2011-12-22,2012-12-08,2016-11-01,2016-11-01,https://patents.google.com/patent/CA2855585C/en,
AU-2012356193-B2,Method and system for treating an effluent stream generated by a carbon capture system ,General Electric Technology Gmbh,"Staffan Joensson, Shin G. Kang, Armand A. Levasseur, Bjorn UNGERER, Christoph WEINGARTNER",2011-12-22,2012-12-08,2015-12-10,2015-12-10,https://patents.google.com/patent/AU2012356193B2/en,
CN-204522683-U,A kind of multicompartment fluidized bed spheric active carbon solvent recovery unit ,四川创越炭材料有限公司,"鲍烈华, 伍孝",2015-02-13,2015-02-13,2015-08-05,2015-08-05,https://patents.google.com/patent/CN204522683U/en,
CN-202366605-U,Rectisol and CO2 capturing coupling system ,"神华集团有限责任公司, 中国神华煤制油化工有限公司, 中国神华煤制油化工有限公司北京研究院","步学朋, 陈强, 朱豫飞, 索娅, 张琪, 张翠清, 刘潇, 王涛",2011-11-25,2011-11-25,2012-08-08,2012-08-08,https://patents.google.com/patent/CN202366605U/en,https://patentimages.storage.googleapis.com/4c/a5/78/c6dd5fe13ff0b2/HDA0000112638830000011.png
US-8916118-B2,CO2 and SO2 capture method ,"Consejo Superior De Investigaciones Cientificas, Universidad De Sevilla, Universidad De Cadiz","Cristian Cardenas Escudero, Luis Maria Esquivias Fedriani, Victor Morales Florez, Alberto Santos Sanchez",2011-05-10,2012-05-09,2014-12-23,2014-12-23,https://patents.google.com/patent/US8916118B2/en,https://patentimages.storage.googleapis.com/59/3c/5d/14d00d49eea08e/US08916118-20141223-D00000.png
US-8128735-B1,Process for CO2 capture using zeolites from high pressure and moderate temperature gas streams ,The United States Of America As Represented By The United States Department Of Energy,"Ranjani V. Siriwardane, Robert W. Stevens",2009-10-21,2009-10-21,2012-03-06,2012-03-06,https://patents.google.com/patent/US8128735B1/en,https://patentimages.storage.googleapis.com/03/a8/70/8b0f3459962232/US08128735-20120306-D00000.png
KR-100650556-B1,Method of co2 absorption from flue gas by ammonia liquor ,"주식회사 포스코, 재단법인 포항산업과학연구원","김제영, 이성영",2005-10-13,2005-10-13,2006-11-29,2006-11-29,https://patents.google.com/patent/KR100650556B1/en,https://patentimages.storage.googleapis.com/e0/9d/21/ed5ae51eb5dacc/112005057973718-pat00001.png
US-8172926-B2,Aerosol separator in CO2 recovery system ,Krones Ag,Harald Bender,2005-02-16,2006-01-26,2012-05-08,2012-05-08,https://patents.google.com/patent/US8172926B2/en,https://patentimages.storage.googleapis.com/09/c5/34/26f3b370489cfe/US08172926-20120508-D00000.png
EP-2724765-B1,CO2 Capture System ,Hitachi Ltd.,"Hiroki Sato, Kohei Yoshikawa, Masato Kaneeda",2012-10-24,2013-09-16,2018-05-30,2018-05-30,https://patents.google.com/patent/EP2724765B1/en,https://patentimages.storage.googleapis.com/d0/2e/52/0295dfb4769df9/imgf0001.png
US-8911538-B2,Method and system for treating an effluent stream generated by a carbon capture system ,Alstom Technology Ltd,"Staffan Joensson, Bjorn Ungerer, Christoph Weingartner, Shin G. Kang, Armand A. Levasseur",2011-12-22,2011-12-22,2014-12-16,2014-12-16,https://patents.google.com/patent/US8911538B2/en,https://patentimages.storage.googleapis.com/23/3c/68/2e777c7cb86e2a/US08911538-20141216-D00000.png
US-9352273-B2,Dehydration-compression system and CO2 recovery system ,"Mitsubishi Heavy Industries, Ltd.","Masayuki Inui, Takahito Yonekawa, Cole Maas, Tatsuya Tsujiuchi",2014-02-25,2014-02-25,2016-05-31,2016-05-31,https://patents.google.com/patent/US9352273B2/en,https://patentimages.storage.googleapis.com/a2/32/60/36d4a5bc328faf/US09352273-20160531-D00000.png
KR-101375645-B1,CO2 Absorption Device using heat of reboiler steam condensate ,한국전력기술 주식회사,"김부한, 이치섭, 김재형, 김태호, 김은선, 박종민, 최윤식, 고명숙",2012-06-12,2012-06-12,2014-03-19,2014-03-19,https://patents.google.com/patent/KR101375645B1/en,https://patentimages.storage.googleapis.com/1a/92/2c/1d88370c95798e/112012046728385-pat00001.png
CN-202921145-U,Double-tower two-stage CO2 adsorption and capture system with heat recovery device ,东北林业大学,"国丽荣, 谭羽非, 李宝昌",2012-12-06,2012-12-06,2013-05-08,2013-05-08,https://patents.google.com/patent/CN202921145U/en,
US-9504797-B2,System and method of predicting CO2 breakthrough and absorbent replacement ,General Electric Company,Robert Q. Tham,2013-12-31,2013-12-31,2016-11-29,2016-11-29,https://patents.google.com/patent/US9504797B2/en,https://patentimages.storage.googleapis.com/fb/a2/46/a5fd4a239b9b1c/US09504797-20161129-D00000.png
US-9937466-B2,"Ultraviolet and hydrogen peroxide or ozone or ozone and hydrogen peroxide treatment to simultaneously control nitrosamine, nitramine, amine and aldehyde emissions from amine-based carbon capture ",Yale University,William A. Mitch,2011-02-23,2012-02-23,2018-04-10,2018-04-10,https://patents.google.com/patent/US9937466B2/en,https://patentimages.storage.googleapis.com/41/da/dc/0ba7a91b30c7cd/US09937466-20180410-D00000.png
KR-101520831-B1,method and apparatus of CO2 separation and collection at off gas ,재단법인 포항산업과학연구원,"김제영, 박흥수, 전희동",2008-09-30,2008-09-30,2015-05-18,2015-05-18,https://patents.google.com/patent/KR101520831B1/en,https://patentimages.storage.googleapis.com/26/45/b7/349f8b7ea149c4/112008068492540-pat00001.png
KR-101349518-B1,Submerged combustion vaporizer with carbon capture and storage means ,한국가스공사,"손화승, 김호연, 김준석, 문흥만, 최형철",2011-12-28,2011-12-28,2014-01-09,2014-01-09,https://patents.google.com/patent/KR101349518B1/en,https://patentimages.storage.googleapis.com/ff/0b/b1/9843e264d94f31/112011104421918-pat00001.png
EP-3068510-B1,System and process for absorption and desorption of co2 ,Compact Carbon Capture AS,"Torbjørn FIVELAND, Henrik Solgaard Andersen",2013-10-22,2013-10-22,2019-09-11,2019-09-11,https://patents.google.com/patent/EP3068510B1/en,https://patentimages.storage.googleapis.com/e9/a4/41/337dbcc1762e1a/imgf0001.png
JP-5984776-B2,"Apparatus and method for removing complex amine absorbing liquid, CO2 and / or H2S ","三菱重工業株式会社, 関西電力株式会社","田中　裕士, 裕士 田中, 琢也 平田, 琢也 平田, 大石　剛司, 剛司 大石, 遠藤　崇彦, 崇彦 遠藤, 晋平 川▲崎▼, 晋平 川▲崎▼",2013-10-15,2013-10-15,2016-09-06,2016-09-06,https://patents.google.com/patent/JP5984776B2/en,https://patentimages.storage.googleapis.com/06/19/7d/0392c14ca05583/0005984776-11.png
CN-203742791-U,IGCC (IntegratedGasification Combined Cycle) system capable of capturing CO2 withintegratedoxygen iontransfermembrane (OTM) oxygen-enriched combustion method ,华北电力大学,"段立强, 孙思宇, 杨勇平",2014-04-03,2014-04-03,2014-07-30,2014-07-30,https://patents.google.com/patent/CN203742791U/en,
NL-2017130-B1,Process for the production of melamine with separation and recovery of high-purity co2 and nh3 ,Eurotecnica Melamine Luxemburg Zweigniederlassung In Ittigen,"Bogotto Mattia, Merelli Giuseppe, Santucci Roberto",2015-07-17,2016-07-08,2018-04-16,2018-04-16,https://patents.google.com/patent/NL2017130B1/en,
